vehicle_age,km_driven,mileage,engine,seats,selling_price,fuel_type_Diesel,fuel_type_Electric,fuel_type_LPG,fuel_type_Petrol,transmission_type_Manual,brand_encoded,model_encoded
4,65029,13.8,2999,7,1895000,1.0,0.0,0.0,0.0,0.0,2,3
3,32400,23.84,1199,5,500000,0.0,0.0,0.0,1.0,0.0,430,145
5,61000,28.4,1248,5,590000,1.0,0.0,0.0,0.0,1.0,4992,781
7,41600,15.37,1196,7,321000,0.0,0.0,0.0,1.0,1.0,4992,125
11,48300,18.9,998,5,240000,0.0,0.0,0.0,1.0,1.0,4992,717
2,5000,21.21,1197,5,745000,0.0,0.0,0.0,1.0,1.0,4992,890
8,105487,12.99,2494,8,835000,1.0,0.0,0.0,0.0,1.0,793,545
6,18056,20.4,1197,5,460000,0.0,0.0,0.0,1.0,1.0,4992,781
12,200000,12.8,2494,7,480000,1.0,0.0,0.0,0.0,1.0,793,545
5,45000,13.0,2143,5,2475000,1.0,0.0,0.0,0.0,0.0,337,125
7,73000,16.47,1198,5,445000,0.0,0.0,0.0,1.0,1.0,620,373
13,15000,13.6,2523,7,250000,1.0,0.0,0.0,0.0,1.0,1011,211
2,54287,13.68,2393,7,2190000,1.0,0.0,0.0,0.0,1.0,793,545
3,40000,17.6,2179,7,1400000,1.0,0.0,0.0,0.0,0.0,430,41
3,43000,18.59,2993,5,4650000,1.0,0.0,0.0,0.0,0.0,439,118
10,90000,14.94,2143,5,1000000,1.0,0.0,0.0,0.0,0.0,337,118
4,46000,22.48,1995,5,2850000,1.0,0.0,0.0,0.0,0.0,439,118
8,37900,21.9,1396,5,435000,1.0,0.0,0.0,0.0,1.0,2982,906
6,81000,19.16,2494,5,1725000,0.0,0.0,0.0,1.0,0.0,793,36
5,14550,21.4,1197,5,559000,0.0,0.0,0.0,1.0,1.0,4992,364
5,41000,17.5,1373,7,780000,0.0,0.0,0.0,0.0,1.0,4992,343
6,78286,22.8,1373,7,650000,0.0,0.0,0.0,0.0,1.0,4992,343
8,102007,20.68,1995,5,1350000,1.0,0.0,0.0,0.0,0.0,439,54
3,16443,19.1,1368,5,770000,0.0,0.0,0.0,1.0,1.0,2982,492
2,10000,18.0,1497,5,1150000,0.0,0.0,0.0,1.0,0.0,1485,757
8,39757,20.51,998,5,298000,0.0,0.0,0.0,1.0,1.0,4992,717
3,61000,24.3,1248,5,1025000,1.0,0.0,0.0,0.0,1.0,4992,295
7,85000,15.1,2179,7,850000,1.0,0.0,0.0,0.0,1.0,1011,330
6,50000,17.5,1298,5,460000,0.0,0.0,0.0,1.0,1.0,4992,890
8,39600,15.37,1196,5,300000,0.0,0.0,0.0,1.0,1.0,4992,125
11,60000,17.92,1086,5,160000,0.0,0.0,0.0,1.0,1.0,2982,139
6,52606,18.9,998,5,370000,0.0,0.0,0.0,1.0,1.0,4992,717
9,68370,17.11,1968,5,1345000,1.0,0.0,0.0,0.0,0.0,192,99
6,70000,26.0,1498,5,655000,1.0,0.0,0.0,0.0,1.0,1485,757
5,30000,25.32,1198,6,475000,1.0,0.0,0.0,0.0,1.0,1011,66
6,80000,24.0,1120,5,415000,1.0,0.0,0.0,0.0,1.0,2982,580
10,73320,20.0,1399,5,275000,1.0,0.0,0.0,0.0,1.0,790,271
15,146000,12.8,2494,7,350000,1.0,0.0,0.0,0.0,1.0,793,545
5,80000,24.52,1248,7,800000,1.0,0.0,0.0,0.0,1.0,4992,343
9,70000,22.9,1248,5,411000,1.0,0.0,0.0,0.0,1.0,4992,781
7,73000,26.21,1248,5,545000,1.0,0.0,0.0,0.0,1.0,4992,346
5,50000,22.54,1396,5,600000,1.0,0.0,0.0,0.0,1.0,2982,906
14,17000,19.7,796,5,145000,0.0,0.0,0.0,1.0,1.0,4992,778
10,50000,16.2,1493,5,325000,1.0,0.0,0.0,0.0,1.0,2982,492
7,77000,25.2,1248,5,525000,1.0,0.0,0.0,0.0,1.0,4992,781
8,13450,19.81,1086,5,290000,0.0,0.0,0.0,1.0,1.0,2982,410
2,23000,25.5,1498,5,1000000,1.0,0.0,0.0,0.0,1.0,1485,101
7,95000,20.54,1598,5,525000,1.0,0.0,0.0,0.0,1.0,620,247
8,55713,17.0,1197,5,350000,0.0,0.0,0.0,1.0,1.0,2982,906
10,49100,19.7,796,5,155000,0.0,0.0,0.0,1.0,1.0,4992,778
5,56000,16.46,2993,5,5385000,1.0,0.0,0.0,0.0,0.0,439,37
4,18500,18.9,1197,5,635000,0.0,0.0,0.0,1.0,0.0,2982,580
5,51000,24.3,1248,5,825000,1.0,0.0,0.0,0.0,1.0,4992,295
2,20000,28.4,1248,5,855000,1.0,0.0,0.0,0.0,0.0,4992,890
5,48000,27.3,1498,5,550000,1.0,0.0,0.0,0.0,1.0,1485,175
7,71000,21.66,1498,5,550000,1.0,0.0,0.0,0.0,0.0,334,182
2,34197,16.11,1196,5,465000,0.0,0.0,0.0,1.0,1.0,4992,125
5,27000,17.0,1197,5,580000,0.0,0.0,0.0,1.0,1.0,2982,906
5,72000,13.68,2393,7,1765000,1.0,0.0,0.0,0.0,1.0,793,545
5,50000,17.0,1197,5,550000,0.0,0.0,0.0,1.0,1.0,2982,906
8,49944,13.14,1798,5,470000,0.0,0.0,0.0,1.0,1.0,334,93
6,12000,19.1,1197,5,650000,0.0,0.0,0.0,1.0,1.0,4992,890
5,30000,19.44,1198,7,300000,0.0,0.0,0.0,1.0,1.0,170,85
5,60000,21.4,1197,5,600000,0.0,0.0,0.0,1.0,0.0,4992,364
4,35000,24.52,1248,7,950000,1.0,0.0,0.0,0.0,1.0,4992,343
6,12450,20.36,1197,5,395000,0.0,0.0,0.0,1.0,1.0,2982,410
4,7500,18.9,1197,5,495000,0.0,0.0,0.0,1.0,1.0,2982,580
5,15680,20.51,998,5,451000,0.0,0.0,0.0,1.0,0.0,4992,717
3,15000,17.0,1497,5,900000,0.0,0.0,0.0,1.0,1.0,790,374
8,208000,23.4,1248,5,360000,1.0,0.0,0.0,0.0,1.0,4992,890
4,15000,18.9,1197,5,550000,0.0,0.0,0.0,1.0,0.0,2982,580
8,58000,22.32,1582,5,515000,1.0,0.0,0.0,0.0,1.0,2982,492
7,70310,23.4,1248,5,575000,1.0,0.0,0.0,0.0,1.0,4992,890
6,61000,20.88,1196,5,390000,0.0,0.0,0.0,0.0,1.0,4992,125
4,44000,20.14,1498,5,675000,1.0,0.0,0.0,0.0,1.0,620,373
14,92000,11.0,2987,5,525000,1.0,0.0,0.0,0.0,0.0,337,125
3,17000,24.3,1248,5,895000,1.0,0.0,0.0,0.0,1.0,4992,295
10,29000,21.79,998,5,260000,0.0,0.0,0.0,1.0,1.0,4992,717
10,70000,7.81,5461,5,2275000,0.0,0.0,0.0,1.0,0.0,337,37
7,69000,12.99,2494,8,1099000,1.0,0.0,0.0,0.0,1.0,793,545
5,36100,26.6,998,5,414000,0.0,0.0,0.0,0.0,1.0,4992,717
4,50000,19.3,1248,5,730000,1.0,0.0,0.0,0.0,1.0,4992,890
11,114231,15.6,1196,5,249000,0.0,0.0,0.0,1.0,1.0,790,271
4,44046,28.09,1248,5,800000,1.0,0.0,0.0,0.0,1.0,4992,346
7,72264,22.8,1373,7,600000,0.0,0.0,0.0,0.0,1.0,4992,343
4,15000,23.01,999,5,330000,0.0,0.0,0.0,1.0,1.0,536,306
9,72000,22.32,1582,5,521000,1.0,0.0,0.0,0.0,0.0,2982,492
3,36000,24.3,1248,5,800000,1.0,0.0,0.0,0.0,1.0,4992,295
10,67512,18.48,1995,5,1250000,1.0,0.0,0.0,0.0,0.0,439,118
4,19000,15.0,1598,5,725000,0.0,0.0,0.0,1.0,1.0,334,182
5,35000,18.56,1995,5,3400000,1.0,0.0,0.0,0.0,0.0,439,23
7,28000,33.44,796,4,281000,0.0,0.0,0.0,0.0,1.0,4992,778
3,17000,18.78,999,5,635000,0.0,0.0,0.0,1.0,1.0,620,373
7,54000,10.0,2148,5,1475000,1.0,0.0,0.0,0.0,0.0,337,125
8,60000,16.55,2498,7,500000,1.0,0.0,0.0,0.0,1.0,1011,62
4,20000,19.0,1199,5,695000,0.0,0.0,0.0,1.0,0.0,1485,175
10,60000,17.0,1497,5,365000,0.0,0.0,0.0,1.0,1.0,1485,757
3,50000,25.17,799,5,350000,0.0,0.0,0.0,1.0,1.0,536,306
4,64874,25.2,1248,5,635000,1.0,0.0,0.0,0.0,1.0,4992,781
5,19000,17.5,1373,7,750000,0.0,0.0,0.0,1.0,1.0,4992,343
3,45000,25.17,799,5,350000,0.0,0.0,0.0,1.0,1.0,536,306
7,70000,26.0,1498,5,600000,1.0,0.0,0.0,0.0,1.0,1485,757
5,64000,21.19,1396,5,695000,1.0,0.0,0.0,0.0,1.0,2982,906
8,55322,16.47,1198,5,421000,0.0,0.0,0.0,1.0,1.0,620,373
3,19000,21.21,1197,5,741000,0.0,0.0,0.0,1.0,1.0,4992,890
6,47000,15.0,1598,5,485000,0.0,0.0,0.0,1.0,1.0,334,182
14,77433,12.8,1493,5,220000,0.0,0.0,0.0,1.0,1.0,1485,757
3,16285,18.6,1197,5,675000,0.0,0.0,0.0,1.0,1.0,2982,906
9,110000,13.93,2179,7,290000,1.0,0.0,0.0,0.0,1.0,430,100
7,72569,22.7,1498,5,580000,1.0,0.0,0.0,0.0,1.0,790,374
7,55000,20.77,1248,7,500000,1.0,0.0,0.0,0.0,1.0,4992,343
3,35000,20.73,1373,5,800000,0.0,0.0,0.0,1.0,1.0,4992,346
4,20000,25.17,799,5,375000,0.0,0.0,0.0,1.0,1.0,536,306
4,43000,18.6,1197,5,600000,0.0,0.0,0.0,1.0,1.0,2982,906
11,85000,11.5,2982,7,1000000,1.0,0.0,0.0,0.0,1.0,793,187
5,40000,25.2,1248,5,500000,1.0,0.0,0.0,0.0,1.0,4992,781
10,70000,20.54,1598,5,349000,1.0,0.0,0.0,0.0,1.0,620,247
4,40000,19.44,1198,7,421000,0.0,0.0,0.0,1.0,1.0,170,85
6,30000,23.95,998,5,350000,0.0,0.0,0.0,1.0,1.0,4992,778
6,68000,17.2,1968,5,1275000,1.0,0.0,0.0,0.0,0.0,334,93
6,47745,27.4,1498,5,450000,1.0,0.0,0.0,0.0,1.0,1485,362
4,76000,21.94,1196,5,395000,0.0,0.0,0.0,0.0,1.0,4992,125
6,38000,19.59,1995,5,2250000,1.0,0.0,0.0,0.0,0.0,439,152
10,76000,19.81,1086,5,270000,0.0,0.0,0.0,1.0,1.0,2982,410
3,36313,23.84,1199,5,441000,0.0,0.0,0.0,1.0,1.0,430,145
9,56200,23.4,1248,5,485000,1.0,0.0,0.0,0.0,1.0,4992,890
7,89000,19.3,1248,5,565000,1.0,0.0,0.0,0.0,1.0,4992,890
15,127000,16.1,1197,5,145000,0.0,0.0,0.0,1.0,1.0,4992,781
4,49000,24.52,1248,7,925000,1.0,0.0,0.0,0.0,1.0,4992,343
7,35000,20.51,998,5,370000,0.0,0.0,0.0,1.0,1.0,4992,717
6,50000,20.4,1197,5,425000,0.0,0.0,0.0,1.0,1.0,4992,781
3,40000,28.4,1248,5,825000,1.0,0.0,0.0,0.0,0.0,4992,890
7,48828,22.74,796,5,275000,0.0,0.0,0.0,1.0,1.0,4992,778
7,87600,25.2,1248,5,465000,1.0,0.0,0.0,0.0,1.0,4992,781
9,76728,22.69,1995,5,1050000,1.0,0.0,0.0,0.0,0.0,439,152
11,35000,15.6,1196,5,275000,0.0,0.0,0.0,1.0,1.0,790,271
9,100000,23.5,1396,5,485000,1.0,0.0,0.0,0.0,1.0,2982,492
2,27000,24.04,999,5,460000,0.0,0.0,0.0,1.0,0.0,536,306
6,20000,20.63,1198,5,250000,0.0,0.0,0.0,1.0,1.0,170,85
7,56795,26.2,998,5,340000,0.0,0.0,0.0,0.0,1.0,4992,717
1,10000,21.0,1498,7,600000,1.0,0.0,0.0,0.0,1.0,1011,211
4,62428,24.3,1248,5,900000,1.0,0.0,0.0,0.0,1.0,4992,295
13,71000,10.5,2609,7,390000,1.0,0.0,0.0,0.0,1.0,1011,273
7,45000,26.0,1498,5,675000,1.0,0.0,0.0,0.0,1.0,1485,757
9,82000,16.0,2179,7,690000,1.0,0.0,0.0,0.0,1.0,1011,330
4,32000,23.84,1199,5,465000,0.0,0.0,0.0,1.0,1.0,430,145
4,40000,18.6,1197,5,630000,0.0,0.0,0.0,1.0,1.0,2982,906
13,60000,19.7,796,5,150000,0.0,0.0,0.0,1.0,1.0,4992,778
6,18914,20.4,1197,5,500000,0.0,0.0,0.0,1.0,1.0,4992,781
8,49000,22.07,1199,5,380000,1.0,0.0,0.0,0.0,1.0,620,373
3,41000,18.1,1199,5,575000,0.0,0.0,0.0,1.0,0.0,1485,362
5,74601,21.13,1498,5,611000,1.0,0.0,0.0,0.0,1.0,334,182
6,148000,25.8,1498,5,501000,1.0,0.0,0.0,0.0,1.0,1485,362
5,61000,19.08,1582,5,760000,1.0,0.0,0.0,0.0,0.0,2982,492
11,50000,19.3,1248,5,300000,1.0,0.0,0.0,0.0,1.0,4992,890
6,60000,23.01,999,5,315000,0.0,0.0,0.0,1.0,1.0,536,306
7,80000,14.0,2179,7,600000,1.0,0.0,0.0,0.0,1.0,430,100
6,25000,14.74,2993,5,2790000,1.0,0.0,0.0,0.0,0.0,59,52
5,36836,23.1,998,5,460000,0.0,0.0,0.0,1.0,0.0,4992,237
5,7000,17.7,1497,5,665000,0.0,0.0,0.0,1.0,1.0,2982,492
8,30000,9.52,2993,4,4100000,1.0,0.0,0.0,0.0,0.0,439,18
10,60000,20.36,1197,5,200000,0.0,0.0,0.0,1.0,1.0,2982,410
3,35000,28.4,1248,5,770000,1.0,0.0,0.0,0.0,0.0,4992,781
10,20000,19.7,796,5,170000,0.0,0.0,0.0,1.0,1.0,4992,778
9,33700,20.92,998,5,200000,0.0,0.0,0.0,1.0,1.0,4992,778
12,96000,17.0,1197,5,275000,0.0,0.0,0.0,1.0,1.0,2982,906
3,4933,21.4,1197,5,710000,0.0,0.0,0.0,1.0,1.0,4992,364
9,52000,16.55,1968,5,1500000,1.0,0.0,0.0,0.0,0.0,192,99
6,83000,18.23,1582,5,841000,1.0,0.0,0.0,0.0,0.0,2982,50
6,60000,14.49,2993,5,3900000,1.0,0.0,0.0,0.0,0.0,439,37
5,87000,25.32,1198,6,450000,1.0,0.0,0.0,0.0,1.0,1011,66
8,75518,18.5,1197,5,390000,0.0,0.0,0.0,1.0,1.0,2982,906
4,13355,21.4,1197,5,565000,0.0,0.0,0.0,1.0,1.0,4992,364
6,49000,20.73,1373,5,575000,0.0,0.0,0.0,1.0,1.0,4992,346
4,26000,18.7,1199,5,700000,0.0,0.0,0.0,1.0,1.0,1485,175
2,10000,14.8,1497,5,950000,0.0,0.0,0.0,1.0,0.0,790,374
3,27000,20.51,998,5,550000,0.0,0.0,0.0,1.0,0.0,4992,717
4,30000,20.89,1197,5,415000,0.0,0.0,0.0,1.0,1.0,4992,73
6,55300,21.66,1498,5,650000,1.0,0.0,0.0,0.0,0.0,334,182
4,23000,25.47,1248,7,899000,1.0,0.0,0.0,0.0,1.0,4992,343
4,25000,21.79,998,5,425000,0.0,0.0,0.0,1.0,0.0,4992,717
5,15068,21.4,1197,5,560000,0.0,0.0,0.0,1.0,1.0,4992,364
9,69000,19.0,1086,5,295000,0.0,0.0,1.0,0.0,1.0,2982,410
8,97000,17.01,1591,5,510000,0.0,0.0,0.0,1.0,1.0,2982,492
8,44900,17.2,1197,5,495000,0.0,0.0,0.0,1.0,0.0,620,373
8,40000,19.81,1086,5,295000,0.0,0.0,0.0,1.0,1.0,2982,410
3,4075,20.3,1086,5,550000,0.0,0.0,0.0,1.0,0.0,2982,139
2,10000,16.38,1999,5,6300000,1.0,0.0,0.0,0.0,0.0,59,3
4,45212,16.3,1956,5,1598000,1.0,0.0,0.0,0.0,1.0,41,39
3,10415,20.89,1197,5,491000,0.0,0.0,0.0,1.0,1.0,4992,73
7,69000,33.54,998,5,349000,0.0,0.0,0.0,0.0,1.0,4992,717
5,28854,18.9,1197,5,535000,0.0,0.0,0.0,1.0,1.0,2982,580
4,25000,28.4,1248,5,754000,1.0,0.0,0.0,0.0,1.0,4992,890
4,30000,15.34,1998,5,4000000,0.0,0.0,0.0,1.0,0.0,439,152
8,54000,18.88,1995,5,1245000,1.0,0.0,0.0,0.0,0.0,439,152
12,27000,18.9,998,5,185000,0.0,0.0,0.0,1.0,1.0,4992,717
3,74000,24.2,1498,7,964000,1.0,0.0,0.0,0.0,1.0,4992,343
8,76000,21.9,1396,5,375000,1.0,0.0,0.0,0.0,1.0,2982,906
3,23493,24.7,796,5,319000,0.0,0.0,0.0,1.0,1.0,4992,778
5,37900,18.19,1197,5,749000,0.0,0.0,0.0,1.0,0.0,620,247
9,47123,15.04,1598,5,311000,0.0,0.0,0.0,1.0,1.0,620,247
4,29000,24.04,999,5,400000,0.0,0.0,0.0,1.0,0.0,536,306
4,14000,18.2,1199,5,680000,0.0,0.0,0.0,1.0,0.0,1485,175
4,35000,16.0,2179,7,1395000,1.0,0.0,0.0,0.0,1.0,1011,330
11,69000,18.5,1197,5,245000,0.0,0.0,0.0,1.0,1.0,2982,906
12,80000,12.05,2179,8,400000,1.0,0.0,0.0,0.0,1.0,1011,273
9,65253,12.05,2179,8,448000,1.0,0.0,0.0,0.0,1.0,1011,273
5,78010,21.66,1498,5,660000,1.0,0.0,0.0,0.0,0.0,334,182
4,17500,18.9,1197,5,500000,0.0,0.0,0.0,1.0,1.0,2982,580
5,21000,22.3,799,5,300000,0.0,0.0,0.0,1.0,1.0,536,306
6,28000,18.9,998,5,390000,0.0,0.0,0.0,1.0,1.0,4992,717
8,70000,22.32,1582,5,480000,1.0,0.0,0.0,0.0,0.0,2982,492
3,3200,23.0,999,5,346000,0.0,0.0,0.0,1.0,0.0,170,75
7,56000,31.79,998,5,340000,0.0,0.0,0.0,0.0,1.0,4992,237
6,56400,22.8,1373,7,678000,0.0,0.0,0.0,0.0,1.0,4992,343
6,190000,25.8,1498,5,295000,1.0,0.0,0.0,0.0,1.0,1485,362
4,100000,14.1,2179,7,900000,1.0,0.0,0.0,0.0,1.0,430,100
6,24000,18.0,1497,5,825000,0.0,0.0,0.0,1.0,0.0,1485,757
5,76000,24.52,1248,7,825000,1.0,0.0,0.0,0.0,1.0,4992,343
4,70000,16.5,1493,7,700000,1.0,0.0,0.0,0.0,1.0,1011,211
6,112300,18.6,1197,5,535000,0.0,0.0,0.0,1.0,1.0,2982,906
7,66000,21.66,1498,5,580000,1.0,0.0,0.0,0.0,0.0,334,182
8,61000,24.0,1120,5,425000,1.0,0.0,0.0,0.0,1.0,2982,580
15,120000,12.7,2609,8,300000,1.0,0.0,0.0,0.0,1.0,1011,273
3,28314,23.1,998,5,490000,0.0,0.0,0.0,1.0,1.0,4992,237
11,23000,17.0,1197,5,275000,0.0,0.0,0.0,1.0,1.0,2982,906
1,4000,18.15,998,5,1185000,0.0,0.0,0.0,1.0,0.0,2982,58
5,42485,16.0,2179,7,1350000,1.0,0.0,0.0,0.0,1.0,1011,330
6,87000,17.21,1197,5,600000,0.0,0.0,0.0,1.0,0.0,620,373
6,15000,18.9,1197,5,525000,0.0,0.0,0.0,1.0,0.0,2982,580
3,2500,23.84,1199,5,495000,0.0,0.0,0.0,1.0,0.0,430,145
3,29000,33.44,796,4,345000,0.0,0.0,0.0,0.0,1.0,4992,778
6,54625,18.6,1197,5,595000,0.0,0.0,0.0,1.0,1.0,2982,906
2,8000,17.0,1591,5,1250000,0.0,0.0,0.0,1.0,0.0,2982,492
19,120000,18.9,1061,5,50000,0.0,0.0,0.0,1.0,1.0,4992,778
4,21119,16.46,2993,5,7500000,1.0,0.0,0.0,0.0,0.0,439,37
2,35000,13.68,2393,7,2000000,1.0,0.0,0.0,0.0,1.0,793,545
3,32000,17.5,1373,7,810000,0.0,0.0,0.0,1.0,1.0,4992,343
10,45000,14.74,2993,5,2800000,1.0,0.0,0.0,0.0,0.0,59,52
5,46000,15.97,2993,5,3850000,1.0,0.0,0.0,0.0,0.0,439,25
9,73000,22.9,1248,5,385000,1.0,0.0,0.0,0.0,1.0,4992,781
4,23000,21.01,1197,5,600000,0.0,0.0,0.0,1.0,1.0,4992,364
8,120000,23.4,1248,5,475000,1.0,0.0,0.0,0.0,1.0,4992,890
8,30588,16.2,1599,5,490000,0.0,0.0,0.0,1.0,1.0,2982,492
3,14577,18.6,1197,5,625000,0.0,0.0,0.0,1.0,1.0,2982,906
6,55000,22.0,1197,5,530000,0.0,0.0,0.0,1.0,1.0,4992,781
2,3800,4.0,3855,4,39500000,0.0,0.0,0.0,1.0,0.0,1,1
3,33000,28.09,1248,5,1000000,1.0,0.0,0.0,0.0,1.0,4992,346
8,55000,20.0,1399,5,250000,1.0,0.0,0.0,0.0,1.0,790,271
5,90000,18.0,1497,5,725000,0.0,0.0,0.0,1.0,0.0,1485,757
3,6800,23.95,998,5,375000,0.0,0.0,0.0,1.0,1.0,4992,778
8,68192,15.1,2179,7,699000,1.0,0.0,0.0,0.0,1.0,1011,330
11,105000,12.4,1998,8,675000,0.0,0.0,0.0,1.0,1.0,793,545
7,52455,20.54,1598,5,565000,1.0,0.0,0.0,0.0,1.0,620,247
7,66266,21.27,1396,5,545000,1.0,0.0,0.0,0.0,1.0,2982,906
6,100000,22.8,1373,7,650000,0.0,0.0,0.0,0.0,1.0,4992,343
5,41974,24.52,1248,7,811000,1.0,0.0,0.0,0.0,1.0,4992,343
7,110000,15.15,2967,5,4500000,1.0,0.0,0.0,0.0,0.0,21,16
5,84000,24.52,1248,7,825000,1.0,0.0,0.0,0.0,1.0,4992,343
9,106000,19.3,1248,5,370000,1.0,0.0,0.0,0.0,1.0,4992,890
2,25000,15.37,1196,5,411000,0.0,0.0,0.0,1.0,1.0,4992,125
7,63762,25.1,1498,5,650000,1.0,0.0,0.0,0.0,1.0,1485,757
2,11800,17.8,1493,5,1810000,1.0,0.0,0.0,0.0,0.0,32,28
9,76000,16.55,1968,5,1375000,1.0,0.0,0.0,0.0,0.0,192,99
9,56328,21.9,1396,5,370000,1.0,0.0,0.0,0.0,1.0,2982,906
2,19247,24.0,1199,5,550000,0.0,0.0,0.0,1.0,0.0,430,145
6,42000,15.1,2179,7,950000,1.0,0.0,0.0,0.0,1.0,1011,330
4,67000,13.68,2393,7,1550000,1.0,0.0,0.0,0.0,1.0,793,545
5,67817,20.36,1197,5,465000,0.0,0.0,0.0,1.0,1.0,2982,410
6,40000,20.73,1373,5,715000,0.0,0.0,0.0,1.0,1.0,4992,346
4,3600,24.7,796,5,318000,0.0,0.0,0.0,1.0,1.0,4992,778
6,73000,18.0,1198,5,450000,0.0,0.0,0.0,1.0,1.0,1485,362
8,75000,12.55,2982,7,1525000,1.0,0.0,0.0,0.0,0.0,793,187
12,52755,17.3,1061,5,233000,0.0,0.0,1.0,0.0,1.0,4992,717
4,186000,17.6,2179,7,1220000,1.0,0.0,0.0,0.0,1.0,430,41
5,90000,24.3,1248,5,750000,1.0,0.0,0.0,0.0,1.0,4992,295
4,30000,20.89,1197,5,500000,0.0,0.0,0.0,1.0,1.0,4992,73
9,95000,11.0,2993,5,2150000,1.0,0.0,0.0,0.0,0.0,439,25
10,73000,19.81,1086,5,375000,0.0,0.0,0.0,1.0,1.0,2982,410
5,40000,18.9,1197,5,485000,0.0,0.0,0.0,1.0,1.0,2982,580
4,58000,20.63,1198,5,360000,0.0,0.0,0.0,1.0,1.0,170,85
5,71000,20.73,1373,5,600000,0.0,0.0,0.0,1.0,1.0,4992,346
5,71500,21.7,1498,5,690000,1.0,0.0,0.0,0.0,1.0,790,374
8,71200,19.3,1248,5,465000,1.0,0.0,0.0,0.0,1.0,4992,890
5,41000,28.09,1248,5,750000,1.0,0.0,0.0,0.0,1.0,4992,346
8,65512,22.32,1582,5,585000,1.0,0.0,0.0,0.0,1.0,2982,492
6,37000,15.63,1499,5,665000,0.0,0.0,0.0,1.0,0.0,790,374
2,20000,17.0,1956,5,1750000,1.0,0.0,0.0,0.0,1.0,430,21
6,51000,15.4,2523,9,760000,1.0,0.0,0.0,0.0,1.0,1011,273
10,50000,17.92,1086,5,250000,0.0,0.0,0.0,1.0,1.0,2982,139
3,11510,24.0,1186,5,550000,1.0,0.0,0.0,0.0,1.0,2982,580
7,100000,15.4,2179,8,800000,1.0,0.0,0.0,0.0,1.0,1011,273
4,50000,25.32,1198,6,490000,1.0,0.0,0.0,0.0,1.0,1011,27
7,117962,25.2,1248,5,480000,1.0,0.0,0.0,0.0,1.0,4992,781
5,115000,28.09,1248,5,655000,1.0,0.0,0.0,0.0,1.0,4992,346
4,50000,19.67,1582,5,1100000,1.0,0.0,0.0,0.0,1.0,2982,336
3,1300,21.4,1197,5,890000,0.0,0.0,0.0,1.0,0.0,4992,364
6,29000,16.36,2179,5,3200000,1.0,0.0,0.0,0.0,0.0,59,52
10,94000,16.95,1197,5,355000,0.0,0.0,0.0,1.0,0.0,2982,410
9,43500,19.3,1248,5,420000,1.0,0.0,0.0,0.0,1.0,4992,890
7,20903,32.52,998,5,410000,0.0,0.0,0.0,0.0,1.0,4992,717
7,30000,15.37,1196,5,250000,0.0,0.0,0.0,1.0,1.0,4992,125
4,80000,23.84,1199,5,420000,0.0,0.0,0.0,1.0,1.0,430,145
7,103247,22.32,1582,5,740000,1.0,0.0,0.0,0.0,1.0,2982,492
13,100000,17.7,1497,5,225000,0.0,0.0,0.0,1.0,1.0,1485,757
12,107591,11.0,2987,5,1200000,1.0,0.0,0.0,0.0,0.0,337,125
1,15000,22.1,1396,5,1350000,1.0,0.0,0.0,0.0,1.0,2982,336
4,9691,28.4,1248,5,822000,1.0,0.0,0.0,0.0,1.0,4992,890
5,87000,22.3,799,5,325000,0.0,0.0,0.0,1.0,1.0,536,306
5,37000,25.17,799,5,350000,0.0,0.0,0.0,1.0,1.0,536,306
10,46700,22.9,1248,5,270000,1.0,0.0,0.0,0.0,1.0,4992,781
3,47000,11.0,2987,7,6600000,1.0,0.0,0.0,0.0,0.0,337,12
9,50000,13.5,2987,5,3000000,1.0,0.0,0.0,0.0,0.0,337,37
6,120000,26.0,1498,5,600000,1.0,0.0,0.0,0.0,1.0,1485,757
10,45000,19.2,1197,5,385000,0.0,0.0,0.0,1.0,0.0,2982,410
3,69000,23.8,1498,5,860000,1.0,0.0,0.0,0.0,0.0,1485,362
2,30000,27.4,1498,5,700000,1.0,0.0,0.0,0.0,1.0,1485,362
2,40000,18.6,1197,5,750000,0.0,0.0,0.0,1.0,1.0,2982,906
13,60000,11.57,2179,7,190000,1.0,0.0,0.0,0.0,1.0,430,100
5,49000,21.21,1197,5,490000,0.0,0.0,0.0,1.0,1.0,4992,781
9,70000,19.7,796,5,200000,0.0,0.0,0.0,1.0,1.0,4992,778
6,70000,19.64,1461,5,775000,1.0,0.0,0.0,0.0,1.0,536,218
2,18900,23.84,1199,5,550000,0.0,0.0,0.0,1.0,0.0,430,145
9,15000,20.36,1197,5,400000,0.0,0.0,0.0,1.0,1.0,2982,410
6,133000,20.77,1248,7,650000,1.0,0.0,0.0,0.0,1.0,4992,343
4,34000,24.3,1248,5,950000,1.0,0.0,0.0,0.0,1.0,4992,295
4,30700,23.9,1582,5,925000,1.0,0.0,0.0,0.0,1.0,2982,492
2,5000,20.8,1493,5,1549000,1.0,0.0,0.0,0.0,1.0,32,28
3,21500,21.21,1197,5,650000,0.0,0.0,0.0,1.0,1.0,4992,890
9,55294,20.92,998,5,251000,0.0,0.0,0.0,1.0,1.0,4992,778
3,10000,28.4,1248,5,800000,1.0,0.0,0.0,0.0,1.0,4992,890
8,20000,18.6,1197,5,350000,0.0,0.0,0.0,1.0,1.0,4992,781
6,78000,12.99,2494,8,1030000,1.0,0.0,0.0,0.0,1.0,793,545
